phrase,tf,df,ngram,char_len,is_protected,noise_penalty,completeness_penalty,base_quality,title_df,claims_df,title_ratio,claims_ratio,title_boost,claims_support_score,support_penalty,final_score,drop_flag,drop_reason,generic_penalty,cleaned_score
재치 공정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
재치 기판,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기판 배플,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
커버 공정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공정 챔버,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내부 감압,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
건조 공정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지부 배플,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
커버 기판,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 챔버,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
챔버 배플,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
사이 내부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 개별,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개별 검출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
검출 공정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
결과 내부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
종료 판정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
판정 판정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
방열 기능,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기능 때문,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
때문 이러,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
부하 행동,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
행동 제약,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
제약 발생,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
치유 다양,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다양 방면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
방면 문제,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
문제 이러,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
체질 기반,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다양 처방,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
처방 자신,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
자신 상황,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상황 처방,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
처방 기반,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
금속 다공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지체 산성,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
접촉 다공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전구체 물,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
처리 다공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
금속 촉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
촉매 다공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지체 표면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
표면 일부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
담지 촉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
금속 선택,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
선택 흡착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
활용 극대,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
탱크 저장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
탱크 공급,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공급 액화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
펌프 가압,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가압 액화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 기화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기화 재기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
재기 화기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공간 버퍼,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
펌프 액화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
굴착 진행,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
이동 마련,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
마련 굴착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유닛 본체,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
후방 마련,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
마련 터널,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
주변 굴착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다짐 다짐,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
모듈 터널,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
굴착 전방,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상태 굴착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유닛 천공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내측 삽입,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
삽입 천공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내벽 지지,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
주변 전방,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
굴착 굴착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전방 확장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
모듈 굴착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유닛 전방,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
실질 터널,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
주변 토사,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
토사 작업,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
작업 연속,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
연속 공사,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공사 작업,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
작업 전체,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전체 소요,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
단축 소요,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
소요 비용,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설치 터널,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내부 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
흡입 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
외부 처리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
배출 처리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
라인 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
수단 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 내부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유입 상향,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상향 과정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
과정 비중,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
비중 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
물질 침강,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
침강 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 분리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
통과 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유입 미세,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
필터 필터,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
제거 촉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유입 휘발,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
휘발 유기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
제거 처리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
라인 처리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
라인 설치,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설치 유입,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유입 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가스 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
물질 농도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
농도 측정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
풍수 필터,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
필터 촉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
명령 송신,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
송신 중앙,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
중앙 서버,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
선박 풍력,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지부 수직,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
회전자 지,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지부 갑판,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
갑판 수직,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
판 지지대,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
외주 접촉,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
접촉 일면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
일면 형상,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
형상 마련,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
마련 내부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
사출 경화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
몸체 상부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상부 관통,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공간 회전,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전달 회전,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
회전 중앙,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
몸체 외주,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
일면 접촉,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
접촉 전주,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
타면 접촉,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
형상 밴드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 몸체,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 양단,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
고정 회전,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
동부 구동,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
승강 밴드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 고정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
변위 발생,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
발생 밴드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 수평,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
이동 밴드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
매칭 맞춤,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
맞춤 상품,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
효율 상품,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
판매 지원,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
입술 유발,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기능 개선,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용이 흡수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
액체 외부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
외부 배출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
배출 안내,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
구강 하악,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
혀 아랫면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
트랙터 혀,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
구강 구강,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
혀 연구개,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
액체 흡수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
이 자동차,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
측 개구부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개구부 팩,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
리드 수용,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공간 구획,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
일부 리드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
리드 관통,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
결합 볼트,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
측 파티션,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
부재 일부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
일부 소정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
소정 고온,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
환경 물성,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
물성 변화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
변화 볼트,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
